CHR	BP1	BP2	PRB	GEN	HWU_P	NWU_P	PWU_P	GEN_P
17	21110877	21127517	GI_4505900-S	TMEM11	7.39E-01	8.43E-01	4.70E-01	0.7954924022
17	21126928	21191972	GI_23065521-S	DHRS7B	2.56E-01	7.44E-01	2.02E-01	0.0019925461
17	21151787	21166186	GI_23097269-S	C17orf103	7.06E-01	8.34E-01	4.62E-01	0.4931572844
17	21197569	21228147	GI_21618348-I	MAP2K3	7.88E-01	5.17E-01	7.94E-01	0.5253385774
17	21197950	21214595	GI_4505900-S	TMEM11	3.59E-01	5.20E-01	3.40E-01	0.5224104669
17	21238870	21253266	GI_23097269-S	C17orf103	5.98E-01	5.51E-01	5.57E-01	0.5163708845
17	21284656	21315240	GI_21618348-I	MAP2K3	8.26E-01	5.18E-01	8.47E-01	0.5902984773
17	21828401	21847944	GI_20143911-A	WSB1	2.60E-01	2.54E-01	2.87E-01	0.1463035986
17	22165323	22183730	GI_6806891-A	LGALS9	6.50E-01	2.11E-01	8.71E-01	0.2642386509
17	22165323	22183730	GI_6806889-I	LGALS9	7.46E-01	2.11E-01	9.35E-01	0.5201594136
17	25319439	25362228	GI_27764872-S	CRLF3	3.31E-02	3.15E-01	3.93E-02	0.2557748225
17	25436909	25444349	GI_13375953-S	TEFM	5.48E-02	6.95E-01	4.81E-02	0.8095769432
17	25459432	25496890	GI_8923762-S	ADAP2	3.78E-01	6.34E-01	2.86E-01	0.6700617347
17	25508635	25537506	GI_37655166-I	RNF135	4.34E-01	6.53E-01	3.42E-01	0.6110860618
17	25508635	25537506	GI_37655168-A	RNF135	6.06E-01	6.53E-01	4.99E-01	0.6304855254
17	25632559	25915183	GI_4557792-S	NF1	5.46E-01	7.67E-01	4.32E-01	0.4626943758
17	25683901	25703408	GI_20143911-A	WSB1	7.67E-01	8.08E-01	6.09E-01	0.7370381468
17	25841391	25851732	GI_20070234-S	EVI2B	8.12E-01	7.12E-01	7.19E-01	0.5053396291
17	25854030	25859366	GI_7657074-S	EVI2A	9.35E-01	8.65E-01	8.73E-01	0.4525188163
17	25912539	26075598	GI_28195387-S	RAB11FIP4	1.30E-01	7.16E-01	1.11E-01	0.5526957863
17	26020900	26039300	GI_6806891-A	LGALS9	2.77E-01	5.47E-01	2.61E-01	0.5929890071
17	26020900	26039300	GI_6806889-I	LGALS9	9.13E-01	5.47E-01	9.56E-01	0.609112666
17	26146509	26190263	GI_24041028-I	NOS2	9.08E-01	4.95E-01	9.69E-01	0.4948323007
17	26400510	26439036	GI_8923721-S	UTP6	4.94E-01	8.05E-01	2.68E-01	0.9604776547
17	26432421	26586156	GI_42734431-S	NLK	2.58E-01	7.87E-01	1.92E-01	0.8208585072
17	26474180	26538191	GI_15149469-S	SUZ12	5.27E-01	8.56E-01	2.99E-01	0.3908081946
17	26558278	26590558	GI_16418400-S	LRRC37B	1.92E-02	7.15E-01	1.59E-02	0.5604121598
17	26657489	26740719	GI_21361737-S	RHOT1	6.88E-01	6.30E-01	5.56E-01	0.3716414402
17	26709006	26718604	GI_32698695-S	TMEM97	3.87E-01	7.06E-01	2.18E-01	0.2420758032
17	26718244	26725407	GI_34222241-S	IFT20	6.32E-01	7.80E-01	3.91E-01	0.9551732792
17	26725440	26736930	GI_26051238-S	TNFAIP1	2.55E-01	7.58E-01	1.61E-01	0.1069526171
17	26736554	26747532	GI_30089946-S	POLDIP2	4.13E-01	7.15E-01	3.06E-01	0.9289846622
17	26747616	26752021	GI_22748978-S	TMEM199	8.22E-01	8.49E-01	5.32E-01	0.1910570886
17	26761617	26790977	GI_14149666-S	SARM1	5.00E-01	8.77E-01	1.97E-01	0.1304335997
17	26842243	26855990	GI_45505146-S	C17orf75	4.29E-01	7.92E-02	8.98E-01	0.4797210522
17	26863931	26884226	GI_4508016-S	ZNF207	5.22E-01	1.08E-01	9.33E-01	0.2691005665
17	26935427	26941348	GI_16936537-A	UNC119	6.80E-01	8.29E-01	3.45E-01	0.9212050563
17	26935427	26941348	GI_16936534-I	UNC119	8.84E-01	8.29E-01	7.70E-01	0.816839398
17	26942107	26960588	GI_23397651-S	PIGS	4.42E-01	7.70E-01	2.64E-01	0.7040311846
17	26958102	26996871	GI_28872724-S	PSMD11	8.13E-01	4.90E-01	8.47E-01	0.1046304422
17	26961834	26965652	GI_4885062-S	ALDOC	3.92E-01	7.54E-01	2.05E-01	0.852778444
17	26966284	26987756	GI_5453631-S	SPAG5	1.58E-01	6.43E-01	9.05E-02	0.2935572506
17	27000601	27004486	GI_34304373-S	CDK5R1	6.01E-01	4.99E-01	5.32E-01	0.8528560746
17	27037846	27051679	GI_14141194-S	SDF2	9.00E-01	7.67E-01	8.37E-01	0.7167661582
17	27051774	27091721	GI_27597089-S	SUPT6H	2.88E-02	6.86E-01	1.90E-02	0.8366365805
17	27093006	27101344	GI_22748972-S	PROCA1	3.27E-01	7.60E-01	1.76E-01	0.3439848024
17	27103771	27107758	GI_31543536-S	RAB34	4.13E-01	4.81E-01	3.20E-01	0.9471176776
17	27109472	27113844	GI_17105393-S	RPL23A	7.80E-01	5.95E-01	7.21E-01	0.0750802209
17	27118302	27132262	GI_31342341-S	NEK8	6.32E-01	3.07E-01	7.56E-01	0.3608552712
17	27244555	27250586	GI_24307898-S	ERAL1	6.50E-01	8.09E-01	3.73E-01	0.123878673
17	27268892	27287277	GI_4758393-S	FLOT2	5.92E-01	7.31E-01	3.58E-01	0.0389499244
17	27287361	27292651	GI_34147700-S	DHRS13	7.65E-01	7.56E-01	6.05E-01	0.078477349
17	27294080	27313633	GI_20143911-A	WSB1	8.28E-01	8.54E-01	5.61E-01	0.4811360771
17	27294832	27341048	GI_30842828-S	PHF12	5.18E-01	9.01E-01	2.12E-01	0.3202829468
17	27344463	27395615	GI_31341319-S	SEZ6	6.78E-01	8.66E-01	3.89E-01	0.8503596532
17	27463028	27465116	GI_42741656-A	TIAF1	3.38E-01	9.24E-01	8.35E-02	0.2407880446
17	27631148	27649560	GI_6806891-A	LGALS9	3.90E-01	7.22E-01	2.78E-01	0.5152908136
17	27631148	27649560	GI_6806889-I	LGALS9	9.07E-01	7.22E-01	9.01E-01	0.747700155
17	27645565	27683850	GI_32698729-S	NUFIP2	8.83E-01	9.02E-01	7.05E-01	0.6152830068
17	27756766	27800529	GI_24041028-I	NOS2	5.84E-01	5.96E-01	5.09E-01	0.4928075298
17	27780525	27941583	GI_45439369-S	TAOK1	6.76E-01	5.45E-01	6.38E-01	0.560217443
17	27950341	27956704	GI_39930568-S	ABHD15	5.91E-02	2.68E-01	4.63E-02	0.4629779308
17	27958401	27962837	GI_34147526-S	TP53I13	3.36E-01	5.90E-01	2.32E-01	0.0205280506
17	27963149	27983295	GI_41393572-S	GIT1	6.85E-01	5.33E-01	6.78E-01	0.3342689083
17	28004245	28010912	GI_14249581-S	CORO6	1.67E-01	4.17E-01	1.24E-01	0.6056902772
17	28015428	28319716	GI_37674209-S	SSH2	7.47E-01	3.77E-01	8.61E-01	0.0021557706
17	28041983	28196381	GI_42734431-S	NLK	1.51E-01	3.12E-01	1.29E-01	0.1463460388
17	28319095	28328685	GI_32698695-S	TMEM97	4.01E-01	4.39E-01	3.31E-01	0.8015142441
17	28328325	28335489	GI_34222241-S	IFT20	6.60E-01	4.41E-01	6.72E-01	0.0459999533
17	28335522	28347009	GI_26051238-S	TNFAIP1	3.62E-01	5.83E-01	2.38E-01	0.3662701911
17	28346633	28357580	GI_30089946-S	POLDIP2	1.49E-01	4.26E-01	9.28E-02	0.0559762196
17	28357664	28362067	GI_22748978-S	TMEM199	6.75E-01	3.44E-01	8.12E-01	0.0727525065
17	28371662	28401045	GI_14149666-S	SARM1	1.76E-01	3.22E-01	1.55E-01	0.8269193552
17	28506328	28575964	GI_14149806-S	NSRP1	8.07E-01	6.72E-01	7.16E-01	0.0160537039
17	28546707	28552628	GI_16936534-I	UNC119	4.14E-01	6.81E-01	2.35E-01	0.8727314744
17	28546707	28552628	GI_16936537-A	UNC119	7.73E-01	6.81E-01	6.48E-01	0.6193960558
17	28553388	28571869	GI_23397651-S	PIGS	5.72E-01	8.99E-01	2.69E-01	0.5931334857
17	28573115	28577264	GI_4885062-S	ALDOC	9.50E-01	8.50E-01	9.11E-01	0.7360906564
17	28577565	28599038	GI_5453631-S	SPAG5	9.31E-01	8.68E-01	8.18E-01	0.2268875676
17	28583810	28625471	GI_33286426-S	SLC6A4	2.72E-01	8.84E-01	9.82E-02	0.3280144446
17	28637660	28681631	GI_33591068-S	BLMH	7.85E-01	7.92E-01	5.91E-01	0.0011803363
17	28648356	28662189	GI_14141194-S	SDF2	9.60E-01	8.83E-01	9.45E-01	0.6345890038
17	28662203	28702237	GI_27597089-S	SUPT6H	3.49E-02	7.78E-01	1.22E-02	0.8542240722
17	28703196	28712112	GI_22748972-S	PROCA1	4.01E-01	7.53E-01	2.17E-01	0.7034630336
17	28714281	28718268	GI_31543536-S	RAB34	5.64E-01	6.91E-01	3.78E-01	0.2953213803
17	28719982	28724356	GI_17105393-S	RPL23A	6.99E-01	6.29E-01	5.88E-01	0.7276293979
17	28728814	28742766	GI_31342341-S	NEK8	2.08E-01	2.25E-01	2.34E-01	0.251867382
17	28767599	28769525	GI_22538812-S	CCL2	5.97E-01	4.90E-01	5.27E-01	0.1035383111
17	28768174	28859153	GI_22202610-S	CPD	7.59E-02	6.09E-01	4.24E-02	0.8958233824
17	28782528	28784554	GI_13435401-S	CCL7	3.15E-01	2.42E-01	3.90E-01	0.0979647147
17	28831806	28834161	GI_22538815-S	CCL8	6.17E-01	7.17E-01	4.13E-01	0.2054223724
17	28855025	28861054	GI_24307898-S	ERAL1	6.90E-01	5.04E-01	6.44E-01	0.8866313525
17	28866903	28916561	GI_4758455-S	GOSR1	8.18E-01	7.79E-01	6.38E-01	0.1781592403
17	28879339	28897697	GI_4758393-S	FLOT2	7.72E-01	7.98E-01	5.44E-01	0.0035781574
17	28897781	28903071	GI_34147700-S	DHRS13	4.22E-01	6.02E-01	3.02E-01	0.1450828335
17	28905246	28951490	GI_30842828-S	PHF12	3.20E-01	5.45E-01	1.89E-01	0.5184631882
17	28949325	28953252	GI_7661585-S	TBC1D29	5.78E-01	3.90E-01	6.04E-01	0.765054271
17	28954905	29006063	GI_31341319-S	SEZ6	8.97E-01	8.15E-01	7.65E-01	0.5685757444
17	29073521	29075609	GI_42741656-A	TIAF1	1.44E-01	5.43E-01	5.80E-02	0.7482809299
17	29172304	29214372	GI_27764872-S	CRLF3	2.15E-01	2.95E-01	2.09E-01	0.9541252528
17	29255836	29294148	GI_32698729-S	NUFIP2	6.26E-01	8.43E-01	2.71E-01	0.9196307652
17	29288524	29295808	GI_13375953-S	TEFM	2.32E-01	7.57E-01	7.44E-02	0.2339140731
17	29311315	29348777	GI_8923762-S	ADAP2	2.94E-01	8.52E-01	9.65E-02	0.9463291798
17	29360522	29390158	GI_37655168-A	RNF135	2.82E-01	4.76E-01	1.83E-01	0.6686896515
17	29360522	29390158	GI_37655166-I	RNF135	5.78E-01	4.76E-01	5.07E-01	0.2873044326
17	29390925	29551903	GI_45439369-S	TAOK1	6.39E-01	5.72E-01	5.84E-01	0.6999079997
17	29439942	29473636	GI_5729760-S	CCT6B	8.32E-01	5.74E-01	8.50E-01	0.4395826965
17	29473657	29475313	GI_24308371-S	ZNF830	1.20E-01	5.49E-01	1.05E-01	0.8351562239
17	29485166	29767533	GI_4557792-S	NF1	6.21E-01	6.25E-01	5.27E-01	0.7902550041
17	29493447	29518012	GI_7710125-I	LIG3	2.56E-01	5.59E-01	2.36E-01	0.5040547235
17	29560661	29567024	GI_39930568-S	ABHD15	1.06E-01	6.18E-01	7.49E-02	0.2070730036
17	29567180	29573157	GI_34147526-S	TP53I13	2.57E-01	5.38E-01	1.88E-01	0.0997696421
17	29573469	29589592	GI_41393572-S	GIT1	7.31E-01	5.31E-01	7.10E-01	0.7091070745
17	29611480	29631575	GI_19924124-A	RAD51D	1.47E-01	6.29E-01	1.18E-01	0.1027020036
17	29614756	29622908	GI_14249581-S	CORO6	5.95E-01	6.15E-01	4.83E-01	0.6940393664
17	29625938	29930228	GI_37674209-S	SSH2	7.36E-01	6.60E-01	6.64E-01	0.426169776
17	29643022	29654025	GI_20070287-S	NLE1	7.83E-01	7.64E-01	6.10E-01	0.1673601882
17	29659471	29700988	GI_27477060-S	UNC45B	9.03E-01	7.36E-01	8.66E-01	0.5574907594
17	29693971	29704313	GI_20070234-S	EVI2B	8.37E-01	7.64E-01	7.21E-01	0.5614588156
17	29706611	29711950	GI_7657074-S	EVI2A	6.96E-01	6.32E-01	6.20E-01	0.0519318721
17	29764889	29927838	GI_28195387-S	RAB11FIP4	1.13E-01	6.66E-01	1.01E-01	0.179876314
17	29862347	29885745	GI_42476006-S	SLFN11	8.72E-01	8.95E-01	6.97E-01	0.4606742444
17	29922964	29945150	GI_31542644-S	SLFN12	7.02E-01	3.71E-01	7.53E-01	0.5330923347
17	29947103	29960865	GI_40255066-S	SLFN13	5.05E-01	5.32E-01	4.22E-01	0.0818444791
17	30099253	30238599	GI_4557468-S	AP2B1	5.26E-01	2.25E-01	6.61E-01	0.6991679295
17	30116807	30186475	GI_14149806-S	NSRP1	1.75E-01	6.21E-02	5.06E-01	0.4334696553
17	30194319	30235968	GI_33286426-S	SLC6A4	5.27E-01	7.45E-01	3.28E-01	0.7551017685
17	30248195	30292166	GI_33591068-S	BLMH	8.21E-01	7.73E-01	6.43E-01	0.2401801129
17	30252677	30291219	GI_8923721-S	UTP6	6.68E-01	8.17E-01	3.83E-01	0.6994158946
17	30278035	30307831	GI_14589910-A	MMP28	4.64E-01	8.56E-01	1.93E-01	0.2393060795
17	30321649	30359382	GI_21327700-A	TAF15	7.79E-01	7.87E-01	5.56E-01	0.6137274358
17	30326518	30390534	GI_15149469-S	SUZ12	6.49E-01	7.92E-01	3.59E-01	0.8331130139
17	30367042	30380908	GI_22749528-S	C17orf66	7.82E-01	6.79E-01	7.16E-01	0.6977641441
17	30378924	30469657	GI_22202610-S	CPD	3.41E-01	6.13E-01	1.97E-01	0.0632881996
17	30383508	30392390	GI_22538813-S	CCL5	3.12E-01	2.82E-01	3.55E-01	0.1784054927
17	30410630	30442991	GI_16418400-S	LRRC37B	1.73E-01	5.72E-01	7.53E-02	0.7094992001
17	30477408	30526814	GI_4758455-S	GOSR1	8.69E-01	9.03E-01	6.79E-01	0.10331035
17	30495709	30498781	GI_34335176-A	CCL14	9.53E-01	8.88E-01	8.12E-01	0.7396014213
17	30531938	30615276	GI_21361737-S	RHOT1	8.84E-01	6.74E-01	8.84E-01	0.4376445338
17	30556977	30563493	GI_7661585-S	TBC1D29	3.53E-01	2.75E-01	4.35E-01	0.4914361193
17	30576192	30583390	GI_22547150-S	CCL18	8.97E-01	7.65E-01	8.42E-01	0.8263737824
17	30600149	30602053	GI_4506842-S	CCL3	8.23E-01	3.42E-01	9.25E-01	0.6098448472
17	30615959	30617753	GI_4506844-S	CCL4	9.63E-01	9.30E-01	8.56E-01	0.8175838885
17	30678615	30683489	GI_14149984-S	TBC1D3F	7.29E-01	5.86E-01	7.02E-01	0.2714325174
17	30717952	30731720	GI_45505146-S	C17orf75	2.95E-01	1.99E-01	6.20E-01	0.0307837957
17	30739649	30759964	GI_4508016-S	ZNF207	4.18E-01	1.21E-01	8.85E-01	0.7087085091
17	30779285	30791968	GI_22094078-S	ZNHIT3	3.99E-01	8.40E-01	2.04E-01	0.4291943676
17	30782684	30824760	GI_27764872-S	CRLF3	1.34E-02	6.63E-01	7.72E-03	0.2608958892
17	30788413	30828072	GI_34147511-S	MYO19	6.19E-01	6.27E-01	4.97E-01	0.7306735456
17	30828170	30831918	GI_31341845-S	PIGW	2.45E-01	5.28E-01	1.69E-01	0.345440081
17	30833949	30872799	GI_28872724-S	PSMD11	5.65E-01	3.11E-01	6.12E-01	0.6355123619
17	30837504	30883611	GI_13376244-S	GGNBP2	2.98E-01	3.20E-01	3.20E-01	0.5639244764
17	30876567	30880733	GI_34304373-S	CDK5R1	6.63E-01	4.31E-01	6.71E-01	0.6255585674
17	30885559	30894567	GI_34147373-S	DHRS11	7.41E-01	7.18E-01	6.46E-01	0.3467737614
17	30895359	30902735	GI_40068478-S	MRM1	9.18E-01	5.84E-01	9.60E-01	0.2405167387
17	30898983	30906775	GI_13375953-S	TEFM	1.01E-02	5.41E-01	9.62E-03	0.7163873404
17	30921736	30959193	GI_8923762-S	ADAP2	1.42E-01	7.18E-01	8.80E-02	0.3579032557
17	30958292	30999911	GI_37655166-I	RNF135	1.25E-01	2.00E-01	1.36E-01	0.1421478283
17	30958292	30999911	GI_37655168-A	RNF135	2.19E-01	2.00E-01	2.63E-01	0.3864613435
17	31045488	31377677	GI_4557792-S	NF1	2.14E-01	3.21E-01	2.35E-01	0.8163584286
17	31242118	31349732	GI_14670384-S	AATF	8.32E-01	1.19E-01	9.92E-01	0.4161387268
17	31302870	31314112	GI_20070234-S	EVI2B	6.68E-01	3.52E-01	7.13E-01	0.6475100061
17	31316410	31321749	GI_7657074-S	EVI2A	5.16E-01	3.75E-01	5.33E-01	0.02229625
17	31391624	31538213	GI_28195387-S	RAB11FIP4	1.21E-01	4.27E-01	1.18E-01	0.2719754589
17	31705328	31774822	GI_19743888-I	TADA2A	5.94E-01	5.97E-01	5.34E-01	0.7297077592
17	31787319	31810865	GI_5902001-S	DUSP14	3.44E-01	4.23E-02	6.22E-01	0.1106665438
17	31863171	31901710	GI_8923721-S	UTP6	4.58E-01	5.71E-01	3.81E-01	0.7084321696
17	31909783	31940869	GI_38569504-A	DDX52	4.15E-01	3.96E-01	4.11E-01	0.3461135524
17	31937025	32001045	GI_15149469-S	SUZ12	2.34E-01	7.24E-01	1.44E-01	0.1990989847
17	32021136	32053500	GI_16418400-S	LRRC37B	1.80E-01	7.79E-01	8.90E-02	0.6017691365
17	32142454	32253374	GI_21361737-S	RHOT1	8.46E-01	4.06E-01	9.22E-01	0.2215293979
17	32251049	32275975	GI_34304321-S	MRPL45	9.14E-01	7.69E-01	8.50E-01	0.8648337335
17	32328441	32350047	GI_45505146-S	C17orf75	8.51E-01	8.73E-01	6.17E-01	0.6535313086
17	32350138	32370449	GI_4508016-S	ZNF207	9.30E-01	6.76E-01	9.47E-01	0.6638378928
17	32444463	32483319	GI_28872724-S	PSMD11	5.83E-01	3.02E-01	6.35E-01	0.8098592633
17	32487087	32491253	GI_34304373-S	CDK5R1	2.58E-01	3.33E-01	2.42E-01	0.3270190057
17	32646183	32648095	GI_22538812-S	CCL2	4.19E-01	6.65E-01	3.13E-01	0.0850358879
17	32661096	32663122	GI_13435401-S	CCL7	7.30E-01	2.81E-01	8.70E-01	0.6680256835
17	32705056	32716588	GI_22538464-S	PSMB3	2.09E-01	7.72E-01	1.16E-01	0.0428112942
17	32709957	32712312	GI_22538815-S	CCL8	9.19E-01	8.14E-01	8.79E-01	0.6761910277
17	32718046	32752229	GI_32528304-I	PIP4K2B	6.18E-01	7.59E-01	4.23E-01	0.9742159784
17	32752758	32776922	GI_34147582-S	CWC25	2.50E-01	1.17E-01	4.23E-01	0.9339414261
17	32801469	32805199	GI_14591907-S	RPL23	4.32E-01	7.30E-01	3.02E-01	0.3403989316
17	32821270	32873230	GI_5453709-S	LASP1	8.50E-01	8.45E-01	7.05E-01	0.1171486929
17	33015096	33103405	GI_21361852-S	PLXDC1	8.45E-01	1.73E-01	9.76E-01	0.4371230073
17	33125170	33149131	GI_40804467-I	CACNB1	2.95E-01	6.49E-01	2.06E-01	0.0057005277
17	33151711	33156155	GI_17158042-S	RPL19	9.03E-01	8.09E-01	8.34E-01	0.642151708
17	33161874	33177129	GI_39752672-S	STAC2	7.42E-01	8.33E-01	4.98E-01	0.644107199
17	33204406	33351383	GI_14249619-S	FBXL20	7.58E-01	6.43E-01	6.90E-01	0.2701417101
17	33319117	33352781	GI_5729760-S	CCT6B	4.48E-01	3.65E-01	4.80E-01	0.2047017064
17	33352802	33354458	GI_24308371-S	ZNF830	8.04E-01	8.69E-01	3.93E-01	0.4940647249
17	33354022	33401237	GI_28559038-S	MED1	1.33E-01	4.28E-01	9.38E-02	0.7406453682
17	33371911	33396481	GI_7710125-I	LIG3	4.90E-01	1.50E-01	8.70E-01	0.6371594358
17	33411119	33484376	GI_7706548-S	CDK12	7.46E-01	4.51E-01	7.84E-01	0.7409892759
17	33491188	33511250	GI_19924124-A	RAD51D	6.09E-01	6.08E-01	5.21E-01	0.7874132792
17	33522700	33533692	GI_20070287-S	NLE1	6.92E-01	6.60E-01	5.63E-01	0.4219643499
17	33539195	33580717	GI_27477060-S	UNC45B	8.46E-01	6.90E-01	8.02E-01	0.6121207766
17	33576900	33586601	GI_31415879-I	PPP1R1B	9.57E-01	6.68E-01	9.72E-01	0.6001573289
17	33587056	33614385	GI_31543656-S	STARD3	2.69E-01	6.69E-01	1.89E-01	0.1072579139
17	33618165	33620658	GI_31543421-S	PNMT	4.34E-01	4.91E-01	3.75E-01	0.7242219892
17	33621305	33638235	GI_45505179-S	PGAP3	3.71E-01	1.29E-01	5.27E-01	0.8512531267
17	33679153	33680533	GI_42822890-S	MIEN1	7.97E-01	7.33E-01	6.44E-01	0.896141944
17	33707734	33814453	GI_38045964-A	IKZF3	8.79E-01	8.12E-01	7.77E-01	0.0266015724
17	33741641	33765042	GI_42476006-S	SLFN11	6.86E-01	8.34E-01	4.19E-01	0.6792061452
17	33802262	33824517	GI_31542644-S	SLFN12	6.41E-01	1.75E-01	8.47E-01	0.0221074117
17	33826437	33840171	GI_40255066-S	SLFN13	5.63E-01	6.21E-01	4.32E-01	0.1741052781
17	33854850	33868905	GI_8924175-S	GSDMB	8.70E-01	7.04E-01	8.28E-01	0.4763196334
17	33871298	33877886	GI_27544926-S	ORMDL3	8.90E-01	6.22E-01	8.98E-01	0.7665223091
17	33913253	33928039	GI_31342342-S	GSDMA	7.13E-01	4.63E-01	7.18E-01	0.1638595963
17	33931040	33948233	GI_25777611-S	PSMD3	2.00E-01	3.67E-02	5.79E-01	0.0322915073
17	33965611	33968064	GI_27437048-A	CSF3	6.74E-02	5.11E-01	5.46E-02	0.7581695988
17	33969348	34004660	GI_41281495-S	MED24	3.75E-01	2.13E-01	4.40E-01	0.6799292672
17	33978907	34118050	GI_4557468-S	AP2B1	6.64E-01	6.96E-01	5.47E-01	0.3062407551
17	34012227	34043856	GI_40806159-I	THRA	3.91E-01	2.44E-01	4.39E-01	0.7009640061
17	34012227	34043856	GI_40806158-I	THRA	7.06E-01	2.44E-01	8.07E-01	0.3178694398
17	34089810	34121621	GI_24475733-S	CASC3	5.23E-01	8.05E-01	2.44E-01	0.1149942376
17	34127434	34145100	GI_7705938-S	RAPGEFL1	5.49E-01	7.49E-01	2.98E-01	0.3845717888
17	34157411	34187192	GI_14589910-A	MMP28	5.46E-01	8.02E-01	2.87E-01	0.8886431861
17	34201011	34238813	GI_21327700-A	TAF15	2.64E-01	9.73E-01	6.06E-02	0.0309997588
17	34205426	34231723	GI_23199980-S	WIPF2	4.25E-02	9.68E-01	5.18E-03	0.0032282066
17	34246527	34260460	GI_22749528-S	C17orf66	9.23E-01	7.60E-01	8.98E-01	0.1277412933
17	34255277	34257203	GI_22538812-S	CCL2	8.35E-01	6.40E-01	7.87E-01	0.152304529
17	34258584	34307018	GI_4506418-S	RARA	1.71E-01	8.10E-01	1.02E-01	0.8536076425
17	34263060	34271942	GI_22538813-S	CCL5	9.46E-01	8.45E-01	9.13E-01	0.5138938796
17	34270216	34272242	GI_13435401-S	CCL7	9.42E-01	9.11E-01	7.90E-01	0.0065386118
17	34319047	34321402	GI_22538815-S	CCL8	5.84E-01	3.47E-01	7.42E-01	0.1280200812
17	34337633	34367123	GI_19913405-S	TOP2A	8.14E-01	5.91E-01	8.28E-01	0.5866321951
17	34375227	34378299	GI_34335176-A	CCL14	6.27E-01	2.70E-01	7.59E-01	0.0135781039
17	34392540	34406855	GI_10835020-S	IGFBP4	1.19E-01	8.99E-01	5.32E-02	0.1653890769
17	34425011	34450754	GI_23943811-S	TNS4	1.47E-01	6.69E-01	9.81E-02	0.4444457658
17	34455854	34463052	GI_22547150-S	CCL18	7.98E-01	4.69E-01	8.55E-01	0.0552786831
17	34479827	34481731	GI_4506842-S	CCL3	6.44E-01	6.67E-01	5.47E-01	0.4285913499
17	34495398	34497192	GI_4506844-S	CCL4	1.00E+00	1.00E+00	1.00E+00	1
17	34504331	34516046	GI_30795213-S	CCR7	1.00E+00	1.00E+00	1.00E+00	1
17	34578544	34598673	GI_21264354-S	SMARCE1	8.73E-01	2.00E+00	8.76E-01	0.8978285803
17	34768729	34773223	GI_40354191-S	KRT10	5.22E-01	3.74E-01	6.91E-01	0.0863755058
17	34769704	34786878	GI_21687219-S	TMEM99	9.35E-01	7.08E-01	9.35E-01	0.0355873696
17	34820179	34831090	GI_14149984-S	TBC1D3F	5.02E-01	4.39E-01	4.51E-01	0.8453531212
17	34878192	34890875	GI_22094078-S	ZNHIT3	7.48E-01	6.37E-01	6.69E-01	0.2059892035
17	34887320	34927020	GI_34147511-S	MYO19	6.04E-01	1.08E-01	9.86E-01	0.4970148414
17	34927118	34930864	GI_31341845-S	PIGW	1.57E-01	1.28E-01	2.86E-01	0.5494783778
17	34927859	34981073	GI_5729760-S	CCT6B	5.78E-01	1.30E-01	8.50E-01	0.5168914636
17	34936451	34981411	GI_13376244-S	GGNBP2	4.21E-01	1.03E-01	6.94E-01	0.5590110199
17	34961530	34963186	GI_24308371-S	ZNF830	2.31E-02	9.12E-02	3.39E-02	0.0932594548
17	34980498	35005069	GI_7710125-I	LIG3	2.36E-01	4.36E-01	2.23E-01	0.5736644705
17	34983359	34992367	GI_34147373-S	DHRS11	8.33E-01	6.11E-01	8.14E-01	0.1791488254
17	34993159	35000534	GI_40068478-S	MRM1	8.65E-01	6.51E-01	8.67E-01	0.4749420523
17	35099792	35119869	GI_19924124-A	RAD51D	2.72E-01	2.43E-01	3.11E-01	0.5905614486
17	35108738	35109500	GI_16118223-S	KRTAP4-2	2.30E-01	3.97E-01	2.33E-01	0.6152826109
17	35131322	35142315	GI_20070287-S	NLE1	3.41E-01	5.80E-01	2.82E-01	0.1195125702
17	35147794	35189345	GI_27477060-S	UNC45B	8.84E-01	6.38E-01	8.90E-01	0.7541167681
17	35340438	35448434	GI_14670384-S	AATF	4.01E-01	8.27E-01	2.17E-01	0.7587108473
17	35350305	35373802	GI_42476006-S	SLFN11	7.28E-01	8.41E-01	4.14E-01	0.7310368356
17	35356201	35361175	GI_15431317-S	KRT38	6.81E-01	8.24E-01	3.37E-01	0.3891814583
17	35410922	35433176	GI_31542644-S	SLFN12	9.02E-01	7.95E-01	8.68E-01	0.4773381013
17	35420855	35425487	GI_24234693-A	KRT13	1.58E-01	8.24E-01	8.76E-02	0.643716618
17	35433612	35438885	GI_24430189-S	KRT15	7.88E-01	2.92E-01	9.19E-01	0.5452108112
17	35435096	35448837	GI_40255066-S	SLFN13	3.09E-01	4.10E-01	2.87E-01	0.509966426
17	35501649	35506252	GI_15431309-S	KRT14	7.12E-01	6.51E-01	6.15E-01	0.2803528835
17	35586899	35726417	GI_4557468-S	AP2B1	4.01E-01	5.97E-01	3.48E-01	0.3490640287
17	35607852	35610623	GI_20070210-S	EIF1	7.70E-01	5.97E-01	7.32E-01	0.6122682147
17	35641052	35653084	GI_30061493-A	HAP1	7.91E-01	6.96E-01	6.98E-01	0.5621769164
17	35672969	35704921	GI_4504810-I	JUP	6.49E-01	4.20E-01	6.56E-01	0.6927777612
17	35672969	35704921	GI_12056467-A	JUP	6.98E-01	4.20E-01	7.20E-01	0.2579274567
17	35720169	35730452	GI_39812427-S	LEPREL4	9.31E-01	8.86E-01	8.74E-01	0.5313581898
